id,SalePrice
1461,124053.88013668031
1462,159149.04564065684
1463,183588.95299003174
1464,197745.7428308946
1465,190517.3898835847
1466,171327.34611022382
1467,179332.70482678065
1468,161083.57390023803
1469,194214.95361844395
1470,118000.03079526224
1471,192089.7405478046
1472,95102.9138383571
1473,94355.32466901268
1474,144036.22607131256
1475,109713.5406966553
1476,350579.6393111802
1477,241252.06919650512
1478,282003.6149531962
1479,273530.8866760192
1480,459405.28960900224
1481,323004.24332260166
1482,204087.1454203802
1483,174681.26131588957
1484,156335.37401913578
1485,184835.75544551515
1486,194169.20015989774
1487,327719.89896456955
1488,230681.3490033445
1489,186452.23256729357
1490,235877.72359268757
1491,194155.9719078165
1492,93117.55023316684
1493,179636.10202329216
1494,288513.58900563465
1495,288958.4632249392
1496,230666.22868466255
1497,178656.88013606277
1498,163173.2326885147
1499,161023.87706512288
1500,150489.59001120116
1501,171357.07816660276
1502,140877.28281180141
1503,293217.85443749174
1504,240329.33150265977
1505,222557.8710801755
1506,189466.32224431782
1507,249288.7005502707
1508,206533.7043447084
1509,158411.14434465228
1510,142874.07489905375
1511,147794.24621637992
1512,179335.3158511283
1513,147446.89872104226
1514,160387.68392865814
1515,188404.85799325226
1516,151635.33260734554
1517,175581.11057058565
1518,134085.51935061667
1519,215778.88897846546
1520,127467.23403487676
1521,133625.75464120385
1522,176328.2994113608
1523,109717.69574169608
1524,126365.10529257778
1525,121657.7231768979
1526,114018.97587907319
1527,105807.21042080891
1528,136768.5910159141
1529,150192.87723621365
1530,181847.91287546506
1531,105451.69498538876
1532,98168.28690714124
1533,152720.53814823413
1534,121777.40551634008
1535,145194.44841766395
1536,108652.89353582959
1537,63582.277398413906
1538,150383.30629526958
1539,184012.2264508247
1540,98288.55141381492
1541,138454.09252751834
1542,143516.4668086773
1543,190135.68943837148
1544,86671.75385701327
1545,115629.3247479996
1546,134335.15539022407
1547,131102.51985337137
1548,140750.72348557482
1549,114676.36954592998
1550,132427.1364410445
1551,111968.75496813496
1552,132861.02367741315
1553,141363.78710428887
1554,111601.24810529877
1555,162968.5751583838
1556,83250.89194957865
1557,105990.59148688657
1558,95487.69189240912
1559,57781.19118549397
1560,130468.97107597142
1561,125344.05535482576
1562,130987.47043151781
1563,120678.68956121102
1564,150353.0525813853
1565,141425.96131999485
1566,239342.61564661594
1567,74177.43444411209
1568,229687.58480092266
1569,131317.99810595278
1570,141013.64254423516
1571,113914.98108543508
1572,144674.0546649532
1573,243416.75687397094
1574,116861.31690130032
1575,224429.05699326232
1576,245028.1978465358
1577,177766.03205911303
1578,142103.36320211174
1579,141261.67541885984
1580,194551.87443436074
1581,159887.00887392153
1582,123692.84057375939
1583,303466.8522929673
1584,218336.5660885475
1585,136563.63508570418
1586,64329.058711937905
1587,99998.63608576027
1588,154538.84561157675
1589,102283.16168009464
1590,132067.31357619178
1591,88690.29914768264
1592,116435.80990292183
1593,126701.01862857779
1594,128440.78983026782
1595,103307.55624879501
1596,215779.57395813306
1597,190089.37207547636
1598,221648.31034743585
1599,170794.01504973194
1600,159254.7551801731
1601,65149.1804255127
1602,118408.63463140819
1603,64412.14543096627
1604,266037.84143590054
1605,241048.80735209634
1606,171761.6371084203
1607,179160.7978030246
1608,210920.8779714344
1609,177938.35972283562
1610,147927.6470834337
1611,135909.69943176708
1612,167543.93408650914
1613,163359.03421335964
1614,133550.84076951345
1615,91622.11744807319
1616,76338.51073214703
1617,95590.31442834623
1618,121516.17749893217
1619,138889.1286065458
1620,163049.2515318517
1621,138063.97999867093
1622,139111.83872980688
1623,275592.6205929626
1624,212601.6263106777
1625,123532.57211962127
1626,170268.7051868331
1627,191596.70411610723
1628,280060.5479229755
1629,172684.09727012378
1630,333116.1009717806
1631,222026.21398216693
