id,SalePrice
1461,129292.125
1462,157652.95
1463,181872.53
1464,192693.88
1465,186825.14
1466,169606.72
1467,184145.61
1468,167484.36
1469,180905.53
1470,122103.46
1471,205105.0
1472,96536.51
1473,96919.43
1474,155250.8
1475,122746.07
1476,334870.56
1477,235795.11
1478,270314.53
1479,277125.78
1480,436913.8
1481,331798.44
1482,207526.89
1483,163461.86
1484,159831.56
1485,184166.86
1486,195363.98
1487,306933.56
1488,238456.1
1489,180892.42
1490,230059.58
1491,182277.81
1492,92082.7
1493,176422.52
1494,288740.47
1495,279484.5
1496,226740.7
1497,175176.16
1498,161942.8
1499,160419.64
1500,159909.62
1501,166752.66
1502,140525.5
1503,286398.4
1504,240550.81
1505,223053.25
1506,195309.78
1507,246697.72
1508,197867.19
1509,154542.77
1510,141493.47
1511,141832.7
1512,170725.67
1513,133929.28
1514,153556.83
1515,183137.36
1516,148614.22
1517,156699.92
1518,130018.56
1519,219866.06
1520,133896.08
1521,136096.39
1522,169192.98
1523,113846.85
1524,123259.05
1525,128150.96
1526,106954.26
1527,102192.77
1528,138774.97
1529,159088.53
1530,170554.8
1531,104470.766
1532,92525.31
1533,151288.92
1534,118667.445
1535,148478.36
1536,108728.52
1537,65707.79
1538,139938.66
1539,173113.66
1540,95050.71
1541,134157.34
1542,137889.89
1543,205033.03
1544,83548.04
1545,110894.7
1546,129365.14
1547,134976.5
1548,130983.84
1549,111011.836
1550,123365.71
1551,105402.97
1552,135579.5
1553,132910.1
1554,99567.79
1555,155684.92
1556,86031.56
1557,111547.984
1558,98678.72
1559,96812.36
1560,138034.36
1561,135162.62
1562,132222.72
1563,125771.07
1564,164433.92
1565,133384.38
1566,239153.89
1567,80888.74
1568,220374.08
1569,134828.16
1570,134588.83
1571,110941.03
1572,142275.44
1573,224539.36
1574,112509.54
1575,219329.72
1576,228980.25
1577,182565.2
1578,140912.8
1579,143972.03
1580,188515.2
1581,155641.14
1582,125440.22
1583,335751.84
1584,217404.23
1585,140308.02
1586,64467.848
1587,96728.01
1588,144080.14
1589,97233.92
1590,126451.92
1591,88930.98
1592,125174.086
1593,121292.43
1594,133402.69
1595,112826.086
1596,237095.08
1597,184104.52
1598,209374.08
1599,167126.48
1600,158318.9
1601,65604.73
1602,119915.445
1603,98197.69
1604,270094.72
1605,249306.92
1606,169683.73
1607,174131.97
1608,206983.34
1609,170620.03
1610,150975.44
1611,126723.07
1612,157226.84
1613,159901.55
1614,131940.19
1615,91523.43
1616,76541.88
1617,99598.086
1618,120756.42
1619,135660.08
1620,178471.16
1621,134606.92
1622,139760.34
1623,287996.28
1624,207879.08
1625,128894.34
1626,157071.28
1627,188400.19
1628,274153.0
1629,171325.08
1630,345370.06
1631,226101.33
1632,231168.03
1633,166475.23
1634,189615.44
1635,166408.88
1636,148605.56
1637,198255.73
1638,183685.53
1639,170805.47
1640,250398.23
1641,166086.39
1642,213695.52
1643,210025.44
1644,223865.62
1645,198049.19
1646,155624.66
1647,157899.28
1648,129546.01
1649,137258.3
1650,113028.555
1651,117948.39
1652,98862.875
1653,105942.836
1654,147741.45
1655,148080.84
1656,145886.86
1657,149076.83
1658,143498.58
1659,126468.445
1660,144700.89
1661,412501.47
1662,388637.25
1663,384780.44
1664,421630.97
1665,288769.94
1666,329510.38
1667,403966.25
1668,331643.44
1669,284575.62
1670,351816.0
1671,263625.44
1672,399194.78
1673,285932.8
1674,241221.16
1675,181998.5
1676,191973.94
1677,213258.42
1678,400131.28
1679,393013.3
1680,362988.34
1681,227146.3
1682,298186.66
1683,170717.2
1684,169395.45
1685,162888.11
1686,164276.39
1687,166647.1
1688,192177.27
1689,187969.11
1690,195495.75
1691,184542.75
1692,265337.06
1693,163313.22
1694,183680.45
1695,163302.31
1696,273345.0
1697,179371.77
1698,343891.06
1699,326870.34
1700,251430.78
1701,269703.22
1702,236114.42
1703,237703.64
1704,280330.97
1705,228094.5
1706,388013.22
1707,197724.77
1708,199051.05
1709,263664.16
1710,217615.2
1711,260086.86
1712,266415.72
1713,251267.55
1714,226488.72
1715,191881.33
1716,185308.5
1717,175573.05
1718,134708.38
1719,195239.94
1720,247124.4
1721,152880.73
1722,113045.48
1723,151648.03
1724,195252.23
1725,233164.27
1726,190001.19
1727,143777.75
1728,177769.1
1729,162106.6
1730,155788.75
1731,123763.31
1732,138859.05
1733,121930.42
1734,116742.57
1735,133134.64
1736,120924.8
1737,323945.75
1738,224861.86
1739,246578.23
1740,208524.98
1741,185425.7
1742,161207.48
1743,163148.98
1744,315234.0
1745,201669.38
1746,178897.0
1747,214738.64
1748,219227.47
1749,144737.47
1750,121635.305
1751,243374.3
1752,125368.7
1753,141316.12
1754,190827.81
1755,167164.89
1756,128569.62
1757,123587.92
1758,140602.7
1759,164858.5
1760,162321.94
1761,141914.83
1762,174405.53
1763,161151.22
1764,109855.24
1765,146666.53
1766,182396.4
1767,223193.27
1768,143344.16
1769,178958.44
1770,150606.14
1771,122750.64
1772,135857.27
1773,128300.39
1774,153088.05
1775,138461.8
1776,134362.2
1777,116092.74
1778,133510.62
1779,115309.09
1780,175445.67
1781,131418.16
1782,78855.64
1783,134854.78
1784,102276.81
1785,115923.36
1786,107502.89
1787,144676.2
1788,50392.797
1789,92289.484
1790,61433.586
1791,186802.88
1792,159170.19
1793,129591.85
1794,145540.7
1795,132568.05
1796,121252.18
1797,121248.83
1798,119435.52
1799,115660.2
1800,128902.336
1801,127384.77
1802,120198.484
1803,148163.06
1804,144342.27
1805,134956.8
1806,117860.234
1807,129365.14
1808,104080.336
1809,105317.56
1810,131718.66
1811,100274.67
1812,102844.21
1813,111735.695
1814,95054.61
1815,58102.777
1816,93612.77
1817,106673.0
1818,140777.94
1819,109980.72
1820,61865.43
1821,95450.305
1822,141485.9
1823,52245.52
1824,133384.25
1825,128009.516
1826,101866.125
1827,96578.77
1828,131031.07
1829,106074.164
1830,136299.92
1831,138676.28
1832,93432.96
1833,138501.55
1834,112484.0
1835,131770.67
1836,125964.09
1837,89160.77
1838,125723.82
1839,91275.18
1840,128194.96
1841,140528.7
1842,82385.72
1843,121001.74
1844,134320.7
1845,125325.664
1846,144624.33
1847,150498.89
1848,54658.293
1849,111702.45
1850,105096.625
1851,147839.7
1852,117730.71
1853,120790.63
1854,172131.17
1855,147382.89
1856,220424.31
1857,141281.5
1858,129685.69
1859,113136.07
1860,148832.5
1861,111735.16
1862,294313.56
1863,291520.38
1864,291520.38
1865,310879.06
1866,344474.34
1867,237766.44
1868,310427.56
1869,211562.5
1870,237703.64
1871,240419.4
1872,164380.45
1873,225781.36
1874,146077.73
1875,195153.0
1876,196931.56
1877,202635.81
1878,201250.53
1879,129428.445
1880,134896.33
1881,235484.77
1882,249506.72
1883,187290.56
1884,202033.39
1885,252159.83
1886,317749.75
1887,208643.75
1888,268420.75
1889,163514.1
1890,113207.09
1891,132051.34
1892,99406.12
1893,119598.29
1894,114875.43
1895,127261.16
1896,125638.96
1897,107924.88
1898,111438.57
1899,144125.62
1900,137794.06
1901,168123.05
1902,153443.83
1903,234921.53
1904,141791.45
1905,204320.77
1906,169426.47
1907,196112.53
1908,107551.6
1909,137278.45
1910,123181.14
1911,207271.94
1912,303125.75
1913,150684.6
1914,70219.81
1915,305685.06
1916,69737.234
1917,257470.4
1918,136602.73
1919,176391.89
1920,143023.39
1921,410838.4
1922,309254.16
1923,216139.47
1924,235146.12
1925,185946.52
1926,407201.4
1927,128766.93
1928,145976.06
1929,128633.88
1930,135407.38
1931,147976.81
1932,137843.88
1933,170612.22
1934,174559.45
1935,164321.67
1936,186690.84
1937,184669.69
1938,164988.4
1939,231905.98
1940,176349.17
1941,170631.27
1942,181367.97
1943,207204.94
1944,345897.78
1945,384506.03
1946,142568.95
1947,307696.75
1948,177521.56
1949,244840.47
1950,192395.12
1951,244295.86
1952,223321.44
1953,163758.8
1954,185814.27
1955,134434.38
1956,290338.4
1957,149209.69
1958,325549.1
1959,149194.03
1960,115086.734
1961,126848.336
1962,99373.51
1963,105735.81
1964,113902.45
1965,152474.05
1966,142698.72
1967,273519.44
1968,411753.12
1969,398647.3
1970,420442.8
1971,428133.1
1972,392763.78
1973,259719.03
1974,324417.25
1975,434229.12
1976,262101.77
1977,337421.7
1978,352526.66
1979,329152.94
1980,192031.44
1981,355195.34
1982,224892.31
1983,198198.06
1984,166898.55
1985,214689.7
1986,209924.5
1987,172453.38
1988,174376.92
1989,197060.06
1990,208227.69
1991,235446.81
1992,208855.97
1993,164742.34
1994,225481.61
1995,185971.16
1996,235227.31
1997,293637.03
1998,328385.1
1999,253475.78
2000,308220.12
2001,257313.55
2002,235522.72
2003,256208.7
2004,279069.0
2005,210397.9
2006,220106.28
2007,237969.02
2008,210970.55
2009,189414.47
2010,191310.69
2011,138307.92
2012,171277.38
2013,175492.86
2014,183284.81
2015,194895.03
2016,191884.8
2017,196374.55
2018,122338.09
2019,137554.58
2020,113727.375
2021,105511.586
2022,177162.0
2023,145764.62
2024,251438.69
2025,349656.53
2026,161475.52
2027,161463.81
2028,144678.4
2029,157945.97
2030,270001.25
2031,231527.44
2032,245134.86
2033,257752.94
2034,159012.69
2035,215978.75
2036,198036.9
2037,204730.97
2038,282466.6
2039,214500.61
2040,295980.44
2041,289754.22
2042,200946.36
2043,170586.52
2044,169247.38
2045,217829.89
2046,147030.94
2047,139461.17
2048,140745.6
2049,139919.31
2050,180217.61
2051,108522.58
2052,116564.91
2053,140007.0
2054,75643.13
2055,148983.45
2056,141079.27
2057,116527.336
2058,198885.2
2059,135215.75
2060,173357.84
2061,169745.89
2062,127679.836
2063,109545.46
2064,150067.92
2065,124418.22
2066,152023.94
2067,115188.74
2068,151298.6
2069,93009.25
2070,118531.266
2071,83665.88
2072,126280.555
2073,135638.6
2074,193765.28
2075,139850.73
2076,118467.414
2077,161779.17
2078,126717.51
2079,130186.44
2080,121853.35
2081,131655.36
2082,119809.59
2083,145929.3
2084,110465.734
2085,114452.34
2086,107755.19
2087,117215.81
2088,96637.19
2089,72756.7
2090,115204.89
2091,109277.195
2092,125216.234
2093,121577.78
2094,95860.0
2095,141749.67
2096,80964.375
2097,83005.445
2098,148062.2
2099,42803.61
2100,77142.14
2101,117935.91
2102,119376.305
2103,96641.7
2104,127856.88
2105,110228.84
2106,70086.13
2107,211527.19
2108,113053.67
2109,105282.01
2110,133103.16
2111,145888.67
2112,133211.73
2113,121252.52
2114,111146.055
2115,153382.22
2116,111376.52
2117,151894.1
2118,117859.67
2119,108015.6
2120,107336.93
2121,90336.875
2122,102606.836
2123,89670.28
2124,152370.84
2125,121006.125
2126,132970.83
2127,135809.97
2128,126850.39
2129,91688.984
2130,138858.38
2131,121639.83
2132,112705.74
2133,119924.14
2134,117677.62
2135,92076.914
2136,77380.58
2137,107390.99
2138,131626.86
2139,144188.45
2140,136989.81
2141,154648.48
2142,120354.484
2143,139607.4
2144,109474.97
2145,137715.5
2146,164181.0
2147,136426.72
2148,140853.4
2149,147792.33
2150,236687.73
2151,104880.16
2152,168958.38
2153,157025.89
2154,105313.64
2155,134992.6
2156,264262.78
2157,227271.77
2158,231760.06
2159,189781.52
2160,171498.36
2161,243294.47
2162,382079.6
2163,368642.72
2164,237809.3
2165,195070.77
2166,152023.52
2167,233044.0
2168,198441.3
2169,193626.19
2170,219144.06
2171,153005.73
2172,132191.33
2173,173297.02
2174,220976.19
2175,292625.9
2176,331053.47
2177,231597.67
2178,210469.95
2179,138012.77
2180,230521.45
2181,180147.67
2182,216568.42
2183,187420.47
2184,116556.12
2185,113418.79
2186,143068.95
2187,141873.28
2188,143357.83
2189,256041.39
2190,84089.29
2191,87041.53
2192,89949.336
2193,89469.03
2194,94012.06
2195,110678.53
2196,98626.125
2197,114309.12
2198,172291.78
2199,191543.81
2200,149988.8
2201,136067.31
2202,211313.47
2203,131251.31
2204,173946.9
2205,123181.02
2206,144284.33
2207,204366.95
2208,253534.28
2209,239264.08
2210,123014.2
2211,109187.5
2212,114661.99
2213,105462.195
2214,129916.43
2215,95977.914
2216,137887.0
2217,72937.54
2218,94130.22
2219,77211.18
2220,62463.855
2221,307082.3
2222,269531.72
2223,305541.06
2224,209053.84
2225,122544.77
2226,179083.58
2227,203054.83
2228,260544.66
2229,257462.3
2230,151251.56
2231,200158.17
2232,175924.52
2233,169941.06
2234,241025.02
2235,214748.06
2236,279805.06
2237,357792.78
2238,207052.44
2239,108815.14
2240,158570.2
2241,150567.66
2242,131914.02
2243,124805.63
2244,108722.92
2245,102345.9
2246,142044.81
2247,100634.31
2248,125638.0
2249,126225.41
2250,134908.94
2251,121785.27
2252,158808.11
2253,148640.72
2254,161620.03
2255,188797.14
2256,175220.94
2257,206032.7
2258,159674.48
2259,184880.44
2260,145568.05
2261,190063.17
2262,199634.3
2263,350902.56
2264,453570.88
2265,164985.89
2266,293756.66
2267,372747.1
2268,408240.75
2269,150735.75
2270,185487.97
2271,224716.1
2272,199742.28
2273,161676.3
2274,184625.48
2275,163151.47
2276,208598.19
2277,195255.39
2278,147981.33
2279,126287.66
2280,122994.375
2281,165139.38
2282,184832.12
2283,106188.74
2284,111814.57
2285,141435.31
2286,124317.875
2287,353844.66
2288,248926.8
2289,389103.4
2290,456195.44
2291,296056.94
2292,436472.78
2293,416108.03
2294,393975.88
2295,435953.6
2296,288884.25
2297,328192.53
2298,344067.22
2299,327594.97
2300,332186.62
2301,285085.47
2302,236348.05
2303,246294.33
2304,230263.5
2305,189026.67
2306,187705.23
2307,192286.34
2308,235424.36
2309,286068.94
2310,197534.4
2311,188810.28
2312,166154.05
2313,173963.33
2314,164109.31
2315,167233.45
2316,181643.89
2317,186979.33
2318,175938.11
2319,177846.23
2320,187324.86
2321,235582.92
2322,171057.48
2323,177230.11
2324,176849.72
2325,214665.95
2326,168335.95
2327,202369.69
2328,222827.45
2329,187836.5
2330,182529.52
2331,357828.62
2332,389464.28
2333,325663.38
2334,235811.08
2335,260433.61
2336,327643.72
2337,195619.4
2338,285900.66
2339,215268.69
2340,387032.4
2341,218913.88
2342,238033.03
2343,224086.9
2344,223946.33
2345,229613.97
2346,205276.42
2347,181333.39
2348,236637.64
2349,168015.5
2350,297178.0
